Gene start (bp)	Gene end (bp)	Gene % GC content	Chromosome/scaffold name	Gene name	NCBI gene (formerly Entrezgene) ID
97913	99936	43.63	HSCHR8_3_CTG1	DEFB4B	100289462
97913	99936	43.63	HSCHR8_3_CTG1	DEFB4B	1673
29599179	29599265	43.68	16	MIR3680-2	100847041
239803	242815	58.78	HSCHR8_3_CTG1	FAM90A7	441317
111959	113419	44.76	HSCHR8_3_CTG1	DEFB103B	414325
111959	113419	44.76	HSCHR8_3_CTG1	DEFB103B	55894
104129888	104232364	39.29	10	CFAP43	80217
29662979	29670876	52.92	16	SPN	6693
183639635	183659203	40.25	4	RWDD4	201965
39796	68296	38.77	HSCHR8_3_CTG1	ZNF705G	100132396
39796	68296	38.77	HSCHR8_3_CTG1	ZNF705G	100131980
3623085	3628535	54.96	HSCHR6_MHC_COX_CTG1	PBX2	5089
62236165	62319434	46.96	1	KANK4	163782
178949	192414	40.41	HSCHR8_3_CTG1	DEFB107B	503614
178949	192414	40.41	HSCHR8_3_CTG1	DEFB107B	245910
125758	146784	44.76	HSCHR8_3_CTG1	SPAG11B	653423
125758	146784	44.76	HSCHR8_3_CTG1	SPAG11B	10407
2246539	2271967	46.93	HSCHR6_MHC_COX_CTG1	HCG20	105375013
2167791	2171164	55.10	HSCHR6_MHC_COX_CTG1	NRM	11270
165611	169505	36.20	HSCHR8_3_CTG1	DEFB106B	503841
165611	169505	36.20	HSCHR8_3_CTG1	DEFB106B	245909
48029383	48044079	46.77	19	CABP5	56344
9695	39621	43.22	HSCHR8_3_CTG1	FAM66B	100132103
4256335	4291786	42.79	HSCHR6_MHC_COX_CTG1	PSMB9	5698
117907264	118317676	38.48	6	SLC35F1	222553
136946230	137011085	41.89	3	IL20RB	53833
2182808	2192924	50.88	HSCHR6_MHC_COX_CTG1	MDC1-AS1	106478956
3142527	3150837	52.86	HSCHR6_MHC_COX_CTG1	CSNK2B	1460
29973868	29992261	54.91	16	TAOK2	9344
15893	24832	40.87	HSCHR6_MHC_COX_CTG1	GPX5	2880
654	5624	50.03	HSCHR6_MHC_COX_CTG1	GPX6	257202
56538948	56556808	40.78	19	ZFP28	140612
1068729	1068812	50.00	HSCHR6_MHC_COX_CTG1	SNORD32B	692092
3013707	3013782	44.74	HSCHR6_MHC_COX_CTG1	SNORD117	692233
3018431	3018508	47.44	HSCHR6_MHC_COX_CTG1	SNORD84	692199
3100364	3100495	44.70	HSCHR6_MHC_COX_CTG1	SNORA38	677820
3312510	3312572	57.14	HSCHR6_MHC_COX_CTG1	SNORD48	26801
3314321	3314387	43.28	HSCHR6_MHC_COX_CTG1	SNORD52	26797
2624870	2640641	51.88	HSCHR6_MHC_COX_CTG1	CCHCR1	54535
1390314	1390411	62.24	6	MIR6720	102466720
5148233	5148322	57.78	6	MIR3691	100500900
24143362	24147570	52.29	14	PSME2	5721
10439717	10439794	51.28	6	MIR5689	100846998
16141556	16141624	46.38	6	MIR4639	100616269
18571784	18571880	36.08	6	MIR548A1	693125
149730298	149855022	49.00	5	PPARGC1B	133522
101271219	101308701	41.19	2	RNF149	284996
76491629	76493920	55.19	18	ZNF516-AS1	101927989
2640970	2646639	51.66	HSCHR6_MHC_COX_CTG1	TCF19	6941
2646761	2653135	51.36	HSCHR6_MHC_COX_CTG1	POU5F1	5460
36622436	36622512	45.45	6	MIR3925	100500885
2680204	2686408	49.78	HSCHR6_MHC_COX_CTG1	HCG27	253018
21825698	21825785	44.32	18	MIR133A1	406922
147617386	147672044	38.71	4	TMEM184C	55751
21829004	21829088	34.12	18	MIR1-2	406905
112561709	112585579	38.43	3	SLC35A5	55032
2749675	2753056	59.28	HSCHR6_MHC_COX_CTG1	HLA-C	3107
53276993	53277071	58.23	6	MIR5685	100847075
21704957	21870953	38.64	18	MIB1	57534
57390132	57390212	33.33	6	MIR548U	100422884
36102	42706	31.96	HSCHR4_9_CTG12	STATH	6779
68591	76674	32.32	HSCHR4_9_CTG12	HTN3	3347
62436297	62451804	39.48	1	USP1	7398
91521660	91521737	38.46	6	MIR4643	100616174
99124609	99124696	28.41	6	MIR548AI	100616347
2880151	2896610	50.10	HSCHR6_MHC_COX_CTG1	MICA	100507436
136658856	136672678	67.31	9	EGFL7	51162
90574	98984	32.73	HSCHR4_9_CTG12	HTN1	3346
116671192	116850251	47.79	10	HSPA12A	259217
35487324	35495558	52.19	19	KRTDAP	388533
178202	221385	33.35	HSCHR4_9_CTG12	PRR27	401137
98024531	98024621	40.66	6	MIR2113	100302164
90312742	90312833	35.87	6	MIR4464	100616109
2750417	2837604	43.11	HSCHR6_MHC_COX_CTG1	HLA-B	3106
107525	125406	32.82	HSCHR4_9_CTG12	CSN1S2AP	286828
87125198	87196629	38.47	2		102724642
54968727	55173632	36.22	17	STXBP4	252983
188777672	188818522	36.86	4		101930028
2535827	2542268	48.40	HSCHR6_MHC_COX_CTG1	HCG22	285834
1739364	1746646	50.49	HSCHR6_MHC_COX_CTG1	HLA-L	3139
126484631	126484713	44.58	6	MIR588	693173
155442650	155448610	36.34	4		105377503
1275135	1281358	45.92	HSCHR6_MHC_COX_CTG1	HLA-V	352962
120015179	120015257	35.44	6	MIR3144	100422951
4524287	4540543	46.16	HSCHR6_MHC_COX_CTG1	HLA-DPB2	3116
132815307	132815379	36.99	6	SNORD101	594837
134979338	134979432	37.89	6	MIR3662	100500880
141636583	141733987	37.14	4	IL15	3600
138435213	138435294	31.71	6	MIR3145	100423001
132816802	132816877	50.00	6	SNORD100	594838
119069047	119069143	37.11	6	MIR548B	693128
132817219	132817348	40.77	6	SNORA33	594839
121987323	122022247	44.15	3	ILDR1	286676
3998045	4028652	40.74	HSCHR6_MHC_COX_CTG1	HLA-DRB1	3123
124633113	124695707	40.66	11	SIAE	54414
155946797	155946879	66.27	6	MIR1202	100302259
170330761	170330844	59.52	6	MIR4644	100616430
156378750	156378824	33.33	6	SNORD28B	109617011
100157906	100259278	40.18	8	SPAG1	6674
8695856	8707699	51.65	18	GACAT2	100287082
8705556	8832778	45.47	18	MTCL1	23255
76023	78566	62.07	HSCHR8_4_CTG7	LY6L	101928108
77915870	77918011	32.91	2	LINC01851	101927926
153499	156296	69.94	HSCHR8_4_CTG7	LY6H	4062
89894469	89921760	43.01	6	GJA10	84694
29497	50230	51.14	HSCHR8_4_CTG7	LINC02904	286122
56567468	56588911	40.17	19	ZNF470	388566
8270	14120	63.58	HSCHR8_4_CTG7	LY6E	4061
89829894	89874436	42.57	6	CASP8AP2	9994
75652000	75710985	36.39	2	GCFC2	6936
57769655	57819939	46.13	19	ZNF586	54807
29992330	29996074	57.09	16	HIRIP3	8479
5840695	5840833	40.29	18	MIR3976	100616244
5882072	5895955	44.76	18	TMEM200C	645369
73631612	73641474	47.83	10	MYOZ1	58529
33666943	33668525	68.04	20	ACTL10	170487
59220158	59230774	42.26	18	GRP	2922
41136960	41196801	49.84	20	PLCG1	5335
44228729	44305046	39.47	19	ZNF235	9310
138434586	138481686	48.84	3	ESYT3	83850
77282019	77559966	39.61	1	AK5	26289
73644881	73663803	50.61	10	SYNPO2L	79933
122838500	122872643	40.96	11	CRTAM	56253
43247	53102	62.14	HSCHR8_3_CTG7	GSDMD	79792
145793502	145814795	35.27	6	FBXO30	84085
62701314	62808344	46.16	17	MARCHF10	162333
136670602	136670686	52.94	9	MIR126	406913
136712572	136724742	63.18	9	DIPK1B	138311
59267035	59274086	55.88	18	RAX	30062
79611117	79666158	38.14	8	STMN2	11075
133952170	133990432	37.60	6	TBPL1	9519
73674295	73730466	41.68	10	BMS1P4-AGAP5	113939925
136726104	136726239	55.15	9	SNORA17B	677824
26297	31493	61.27	HSCHR8_3_CTG7	ZC3H3	23144
73699151	73730487	41.14	10	BMS1P4	729096
136726747	136726879	52.63	9	SNORA17A	677804
59275156	59318649	41.55	18	CPLX4	339302
93953	99813	60.74	HSCHR8_3_CTG7	PYCR3	65263
136738167	136743356	63.24	9	LCN10	414332
43166256	43186536	43.15	19	PSG5	5673
142859604	142868922	45.80	5	ARHGAP26-AS1	100874239
29995715	30005793	57.00	16	INO80E	283899
73744372	73772161	47.03	10	SEC24C	9632
133889113	133895553	47.65	6	TCF21	6943
69737	87784	60.76	HSCHR8_3_CTG7	EEF1D	1936
135866983	135913680	33.03	4	LINC00613	100507528
142108779	142154440	39.13	5	NDFIP1	80762
52896639	52909698	42.26	6	GSTA3	2940
24143489	24143565	59.74	14	MIR7703	102465801
59327823	59359265	36.90	18	LMAN1	3998
123057489	123063230	49.25	11	HSPA8	3312
77979542	78138444	38.79	1	GIPC2	54810
38556765	38671216	41.56	5	LIFR-AS1	100506495
163343892	163351934	38.41	4	NPY5R	4889
24180219	24188869	58.10	14	IPO4	79711
68428822	68449954	38.81	1	RPE65	6121
52977948	52995304	40.89	6	GSTA4	2941
58183029	58213562	47.52	19	ZNF274	10782
158893134	159038760	40.10	4	SPMIP2	152940
122628952	122730685	38.39	5	LINC02201	101927379
193306	199505	65.08	HSCHR8_3_CTG7	MAPK15	225689
62597520	62606313	29.49	1	ANGPTL3	27329
183233628	183240634	38.28	4	WWC2-AS1	101928734
200980	210848	64.94	HSCHR8_3_CTG7	FAM83H	286077
177728757	178028971	35.49	4	LINC01098	285501
136744017	136748525	64.83	9	LCN6	158062
50767501	50783667	50.06	22	RABL2B	11159
50767501	50783667	50.06	22	RABL2B	11158
11769639	11787345	48.94	8	NEIL2	252969
102658	108088	65.11	HSCHR8_3_CTG7	GFUS	7264
136336236	136752403	38.93	3	STAG1	10274
128083766	128189677	35.24	5	SLC12A2	6558
181064089	181159149	37.61	4	LINC00290	728081
64825	68689	67.89	HSCHR8_3_CTG7	NAPRT	93100
130718	131530	53.75	HSCHR5_2_CTG5	PROP1	5626
45252234	45277846	41.15	15	SLC28A2	9153
183741	185156	71.89	HSCHR8_3_CTG7	CCDC166	100130274
165873237	166104457	35.70	4	TLL1	7092
161499	190945	56.38	HSCHR8_3_CTG7	ZNF707	101928160
161499	190945	56.38	HSCHR8_3_CTG7	ZNF707	286075
52995621	52995948	58.23	6	RN7SK	125050
15250	21823	52.07	HSCHR8_1_CTG1		286083
53126961	53148841	42.42	6	GCM1	8521
55751051	55842830	40.30	17	PCTP	58488
271041	271270	41.74	HSCHR8_1_CTG1	DLGAP2-AS1	100507435
206898	271426	49.21	HSCHR8_1_CTG1	DLGAP2	9228
59430939	59697662	42.80	18	CCBE1	147372
65248219	65415871	40.01	1	DNAJC6	9829
211187	223384	60.21	HSCHR8_3_CTG7		642574
136746893	136746970	75.64	9	MIR6722	102465431
136759634	136766255	61.19	9	LCN15	389812
87875	93264	64.53	HSCHR8_3_CTG7	TIGD5	84948
111843	131885	47.96	HSCHR8_3_CTG7	ZNF623	9831
56227	63011	67.13	HSCHR8_3_CTG7	MROH6	642475
27957241	27958182	43.95	6	OR2B6	26212
158609707	158609790	52.38	6	MIR7161	102465694
166997807	166997912	54.72	6	MIR3939	100500857
267967	292426	62.50	HSCHR8_3_CTG7	SCRIB	23513
136791344	136793317	62.16	9	TMEM141	85014
228365	348679	46.59	HSCHR8_8_CTG1	MYOM2	9172
167271169	167316014	49.13	6	UNC93A	54346
45687025	45752520	43.44	18	SLC14A1	6563
19468997	19520095	37.44	2	LINC01808	105373460
154773	159854	54.80	HSCHR8_8_CTG1	KBTBD11-OT1	104266957
727670	791038	40.01	HSCHR8_8_CTG1	LINC03021	101927815
74234700	74321540	39.80	8	JPH1	56704
155946	158013	65.14	HSCHR8_8_CTG1	KBTBD11-AS1	101928058
157254	190312	50.18	HSCHR8_8_CTG1	KBTBD11	9920
66904436	66971462	38.12	2	LINC01799	101060019
136796338	136807741	59.17	9	CCDC183	84960
834145	896517	39.77	HSCHR8_8_CTG1	LINC03021	101927815
73772276	73780251	47.53	10	FUT11	170384
7352	142017	50.00	HSCHR8_8_CTG1	ARHGEF10	9639
84516455	84819589	38.37	2	DNAH6	1768
65147549	65232145	42.62	1	AK4	205
73782047	73783652	45.52	10	CHCHD1	118487
45361124	45402327	40.25	15	GATM	2628
73785606	73801797	54.43	10	ZSWIM8	23053
74548543	74548617	40.00	8	MIR5681A	100847058
74548550	74548609	45.00	8	MIR5681B	100847091
167325071	167359503	43.63	6	TTLL2	83887
74599775	74823313	37.41	8	MIR2052HG	441355
71097774	71202203	37.41	17	CASC17	101928165
29811991	29824312	47.23	19	CCNE1	898
30005514	30023270	55.15	16	DOC2A	8448
77460924	77463491	49.42	6	HTR1B	3351
5085341	5089487	53.61	6	PPP1R3G	648791
127081	130957	54.55	HSCHR5_3_CTG5	PROP1	5626
74705693	74705747	32.73	8	MIR2052	100302260
55719627	55732121	40.18	17	TMEM100	55273
19242	106178	47.51	HSCHR8_4_CTG1	DLGAP2	9228
65420587	65436007	40.78	1	LEPROT	54741
20139	21965	56.65	HSCHR8_4_CTG1		401442
24804282	25042170	41.72	6	RIPOR2	9750
12731	19697	55.83	HSCHR8_4_CTG1	ERICH1	157697
17864380	17910365	37.77	8	FGL1	2267
136803927	136808848	64.67	9	CCDC183-AS1	100131193
48958554	48968596	52.52	17	GIP	2695
136807943	136841187	57.06	9	RABL6	55684
64470129	64693058	40.03	1	CACHD1	57685
50081124	50153637	48.38	20	PEDS1-UBE2V1	387522
155342658	155376970	33.75	4	MAP9	79884
19112420	19112636	50.23	17	SNORD3D	780854
134986508	135147963	36.82	7	AGBL3	340351
27293910	27293996	71.26	17	MIR4522	100616277
494374	588925	35.03	HSCHR8_9_CTG1	ADAM2	2515
40161933	40162001	43.48	17	MIR6866	102466986
40193597	40193663	56.72	17	MIR6867	102465523
40027542	40027645	49.04	17	SNORD124	101340251
40026332	40026409	55.13	17	MIR6884	102466757
39726495	39726561	67.16	17	MIR4728	100616132
30117079	30117172	52.13	17	MIR423	494335
42823880	42823943	62.50	17	MIR6781	102465468
30117086	30117160	50.67	17	MIR3184	100423003
48156427	48156511	62.35	17	MIR1203	100302211
43192702	43207299	47.18	19	PSG4	5672
7546	10827	33.58	HSCHR8_9_CTG1	ADAM9	8754
48724408	48724475	63.24	17	MIR3185	100422978
12673	190626	37.70	HSCHR8_9_CTG1	ADAM32	203102
50768650	50768730	46.91	17	MIR8059	102466918
49288346	49288454	39.45	17	MIR6129	102465137
64780759	64780824	69.70	17	MIR6080	102464831
64822030	64822102	56.16	17	MIR4315-2	100422961
50118254	50153734	52.37	20	PEDS1	387521
66787072	66787168	52.58	17	MIR634	693219
19469	152750	41.01	HSCHR9_1_CTG3	MAMDC2	256691
42950526	42964498	48.21	17	AARSD1	80755
335123	480684	34.43	HSCHR8_9_CTG1	ADAM18	8749
20032650	20051628	41.26	2	LAPTM4A	9741
45402336	45421415	41.46	15	AFG2B	79029
63523372	63572693	35.15	1	EFCAB7	84455
136830957	136831023	70.15	9	MIR4292	100422860
175319	232145	45.04	HSCHR8_5_CTG1	DLGAP2-AS1	100507435
136848724	136851027	66.23	9	PHPT1	29085
112163	317741	47.18	HSCHR8_5_CTG1	DLGAP2	9228
145938	155826	41.45	HSCHR5_6_CTG1	SLC45A2	51151
50171809	50176676	51.54	20	LINC01273	101927541
137708	139559	63.88	HSCHR5_6_CTG1	RXFP3	51289
41479	93514	40.59	HSCHR5_6_CTG1	ADAMTS12	81792
18055992	18084998	40.73	8	ASAH1	427
116287380	116508541	37.86	7	CAV2	858
45433050	45433129	38.75	15	MIR147B	100126311
50190830	50192668	66.23	20	CEBPB	1051
50510321	50585241	43.56	20	PTPN1	5770
66433452	66573869	39.20	2	MEIS1	4211
45479606	45522755	39.85	15	SLC30A4	7782
84925583	84997113	40.38	1	MCOLN2	255231
172209646	172283764	41.24	5	UBTD2	92181
136850943	136860799	66.28	9	MAMDC4	158056
45537250	45537377	41.41	15	SNORA41B	109617005
45587214	45615945	39.59	15	BLOC1S6	26258
136734830	136763409	38.65	5		105379191
45825675	45844094	53.46	18	SIGLEC15	284266
141991749	142013041	44.88	5	GNPDA1	10007
50861568	50880567	48.07	19	KLK2	3817
129375848	129452279	42.77	11	BARX2	8538
50585786	50585879	56.38	20	MIR645	693230
50614636	50614785	31.33	20	MIR1302-5	100302146
50299876	50321486	50.83	20	LINC01271	101927586
37344685	37406050	54.10	20	SRC	6714
123490820	123585053	40.51	3	HACD2	201562
42950526	42980528	48.08	17	PTGES3L-AARSD1	100885850
170060222	170091699	38.78	4	AADAT	51166
76867480	77067546	39.92	1	ST6GALNAC5	81849
71771655	71785206	39.37	3	PROK2	60675
91311368	91515427	38.91	7	LINC02932	105375392
73796514	73801399	56.14	10	ZSWIM8-AS1	100507331
123069872	123195248	45.03	11	CLMP	79827
45983536	46072272	42.75	18	PSTPIP2	9050
73801911	73811798	53.04	10	NDST2	8509
108569867	108574850	37.18	7	DNAJB9	4189
30075978	30085376	54.46	16	PPP4C	5531
62784132	62865516	35.44	1	ATG4C	84938
57227726	57278105	37.48	3	APPL1	26060
136862119	136866308	57.83	9	EDF1	8721
125442881	125592568	42.92	11	FEZ1	105369550
125442881	125592568	42.92	11	FEZ1	9638
80458635	80512064	34.32	7	GNAT3	346562
49299170	49327492	49.97	10	C10orf71	118461
45972489	46003742	40.13	10	TIMM23	100287932
46080248	46104334	44.44	18	ATP5F1A	498
23350791	23354771	48.53	20	NXT1	29107
46112749	46112822	45.95	22	MIRLET7A3	406883
46113566	46113657	77.17	22	MIR4763	100616143
46113686	46113768	53.01	22	MIRLET7B	406884
46150521	46243755	46.40	22	PPARA	5465
136886733	136886803	70.42	9	MIR4479	100616480
23362182	23373062	44.84	20	GZF1	64412
45984610	45984810	51.24	10	SNORA74C-1	109616974
111808516	111821773	38.43	7	DOCK4-AS1	100506413
46033307	46048180	45.56	10	MSMB	4477
136401922	136410614	56.53	9	ENTR1	10807
30558809	30577766	39.28	X	TASL	80231
43211791	43269530	42.07	19	PSG9	5678
81953719	81993136	35.06	12	LINC02426	101928449
23374519	23421519	40.72	20	NAPB	63908
65314	82327	40.95	HSCHRX_2_CTG12	TBX22	50945
67440998	67442559	44.75	12	LINC02420	102724433
24558087	24672677	42.38	X	PCYT1B	9468
57144620	57147619	54.87	12	LRP1-AS	105751187
108883975	108884587	39.48	7	LINC02903	154907
96278261	96400480	37.80	12	CDK17	5128
46244011	46250311	56.94	22	CDPF1	150383
118214669	118496171	35.83	7	ANKRD7	56311
66042500	66050718	35.38	1	PDE4B-AS1	101927139
88027205	88064252	39.82	2	KRCC1	51315
45631148	45691281	44.92	15	SQOR	58472
78889764	79282124	35.25	1	ADGRL4	64123
7337	7417	53.09	HSCHRX_1_CTG14	MIR105-1	406897
8539	8647	45.87	HSCHRX_1_CTG14	MIR767	768215
9530	9610	50.62	HSCHRX_1_CTG14	MIR105-2	406898
381298	384871	55.90	HSCHRX_1_CTG14	MAGEA3	4105
381298	384871	55.90	HSCHRX_1_CTG14	MAGEA3	4102
38814	46870	46.22	2	FAM110C	642273
69123512	69174412	39.83	10	VPS26A	9559
329721	333742	55.87	HSCHRX_1_CTG14	MAGEA2B	266740
329721	333742	55.87	HSCHRX_1_CTG14	MAGEA2B	4101
32548	70997	39.28	HSCHR8_7_CTG7	GSDMC	56169
154445997	154461053	45.70	5	SAP30L	79685
108023548	108130361	40.71	7	LAMB4	22798
349874	356164	40.42	HSCHRX_1_CTG14	CSAG1	158511
85061213	85067347	47.14	2	LINC01964	100996478
345939	349852	55.14	HSCHRX_1_CTG14	MAGEA12	4111
42553617	42574382	54.45	22	SERHL2	253190
63050057	63057836	59.54	2	OTX1	5013
26824	56786	43.29	HSCHR6_1_CTG4	ERMARD	55780
442184	445947	43.33	HSCHRX_1_CTG14	CETN2	1069
446157	484919	45.97	HSCHRX_1_CTG14	NSDHL	50814
24650073	24658237	42.73	X	PCYT1B-AS1	100874088
604014	609306	56.91	HSCHRX_1_CTG14	PNMA5	114824
24693873	24996986	38.80	X	POLA1	5422
313891	317471	55.74	HSCHRX_1_CTG14	MAGEA6	4105
313891	317471	55.74	HSCHRX_1_CTG14	MAGEA6	4102
63992	74027	46.61	HSCHR6_1_CTG4	LINC00242	401288
513257	588671	51.79	HSCHRX_1_CTG14	ZNF185	7739
65523	78075	47.53	HSCHR6_1_CTG4	LINC00574	80069
22338381	22379503	36.46	11	SLC17A6	57084
15316	26789	38.54	HSCHR6_1_CTG4	DYNLT2	6991
112302478	112332791	36.95	3		105374042
148940941	148942415	36.41	4		105377480
137764315	137766334	56.49	3	SOX14	8403
180830326	180839742	47.45	5	LINC00847	729678
23426104	23444930	45.04	20	CSTL1	128817
23927285	24004909	42.94	2	UBXN2A	165324
150870376	150905439	41.87	3	MINDY4B	646951
23450403	23452876	48.14	20	CST11	140880
342622	349782	49.43	HSCHRX_1_CTG14	CSAG4	100130935
174829668	174978180	35.73	4	ADAM29	11086
136428619	136439845	63.09	9	INPP5E	56623
32875925	32971991	45.48	19	CEP89	84902
69180234	69209099	41.80	10	SUPV3L1	6832
136483495	136486067	63.62	9	C9orf163	158055
37251086	37261819	50.86	20	GHRH	2691
63423596	63550051	38.89	3	SYNPR-AS1	100874016
116574482	116611200	40.42	5	SEMA6A-AS2	105379132
105447796	105552433	37.37	9	FSD1L	83856
141851549	141861168	42.99	3		105374134
24189149	24195687	50.99	14	TM9SF1	10548
117678693	117691005	34.61	3	LINC02024	105374057
117453817	117569858	39.51	6	DCBLD1	285761
30092314	30096915	58.41	16	YPEL3	83719
67717931	67744531	40.47	17	NOL11	25926
139846779	140043299	46.42	5	NRG2	9542
28020619	28108156	33.97	11	KIF18A	81930
149738472	149752495	37.90	3	COMMD2	51122
9067825	9504593	39.29	20	PLCB4	5332
85186409	85187253	40.24	2	TCF7L1-IT1	100874334
67929235	67970017	38.94	12	LINC01479	101927922
104659337	104666858	38.66	2		105373526
100028455	100142874	38.58	12	BLTP3B	23074
21985	70597	45.14	HSCHR9_1_CTG2	APBA1	320
107382715	107748270	37.78	2	LINC01885	105373538
29192774	29921586	43.51	2	ALK	238
46104378	46128333	41.25	18	HAUS1	115106
177309874	177362936	37.32	4	NEIL3	55247
78652829	79441030	44.45	11	TENM4	26011
67740669	67740799	48.09	17	SNORA38B	100124536
69215333	69232490	48.67	10		101928994
50424380	50514421	39.77	15	USP8	9101
63635802	63779336	36.07	6	PHF3	23469
38874069	38881587	42.36	1	GJA9	81025
69220332	69267552	47.95	10	HKDC1	80201
111070071	111275563	36.67	3	NECTIN3	25945
176213673	176277571	36.68	4	ASB5	140458
56643159	56657247	45.25	19	SMIM17	147670
30104810	30113537	53.57	16	GDPD3	79153
56661980	56671783	54.60	19	ZNF835	90485
105554035	105558304	41.69	9	FKTN-AS1	105376199
105662457	105663124	51.20	9	TAL2	6887
68420948	68457513	46.58	17	WIPI1	55062
83865024	83999150	35.53	1	TTLL7	79739
87966441	87974753	53.16	9	CDK20	23552
43353686	43363172	56.15	19	CD177	57126
69451465	69507666	51.45	10	TSPAN15	23555
24205696	24208362	50.36	14	TSSK4	283629
176184579	176195585	38.01	4	SPATA4	132851
129612116	129617269	49.11	11	LINC01395	101929557
30114105	30123506	56.36	16	MAPK3	5595
82363206	82367420	53.86	6	TPBG	7162
169154	170343	40.25	HSCHRX_2_CTG14	UBE2NL	389898
112206695	112343934	37.35	7	ZNF277	11179
122655722	122814473	45.84	11	UBASH3B	84959
24744441	24744570	34.62	X	SCARNA23	677773
25003694	25016420	54.62	X	ARX	170302
118943073	118948241	35.52	3	IGSF11-AS1	100506765
116267760	116279930	39.87	6	TSPYL1	7259
100385009	100464921	39.73	6	SIM1	6492
24209615	24213830	50.74	14	CHMP4A	29082
64092236	64445476	41.46	3	PRICKLE2	166336
45800581	45967329	42.38	18	EPG5	57724
171289475	171298267	31.99	4	LINC02504	101928288
68424451	68424548	43.88	17	MIR635	693220
176683538	176792922	35.64	4	VEGFC	7424
17615035	17706925	40.21	6	NUP153	9972
19648136	19685760	45.09	17	ALDH3A2	224
42615244	42615393	52.00	22	RNU12	267010
42639803	42640601	45.06	22	ATP5MGL	267020
40778216	40796942	51.94	19	RAB4B	53916
42692121	42721298	52.39	22	A4GALT	53947
123882920	123885670	42.06	11	TMEM225	338661
163110073	163166890	36.34	4	NAF1	92345
21242232	21526112	40.53	18	GREB1L	80000
24213943	24216070	50.75	14	MDP1	145553
160393148	160400054	39.83	5	FAM200C	63920
108288044	108339317	49.34	12	CMKLR1	1240
42796502	42858106	45.00	22	ARFGAP3	26286
24146225	24149654	43.21	X	ZFX-AS1	100873922
148076432	148089134	32.77	3	LINC02032	100507461
309838	310865	41.15	HSCHR6_MHC_APD_CTG1	OR2W1	26692
125591712	125625215	41.03	11	STT3A	3703
101170496	101180293	57.07	7	NAT16	375607
572356	573321	45.55	HSCHR6_MHC_APD_CTG1	OR14J1	442191
168586	189574	44.66	HSCHR6_MHC_APD_CTG1	TRIM27	5987
85546539	85742029	36.66	9	AGTPBP1	23287
63634967	63809274	40.80	X	ARHGEF9	23229
69630247	69633596	56.18	10	FAM241B	219738
157081738	157088547	45.54	3	LINC02029	105374177
162114	162906	51.58	HSCHR6_MHC_APD_CTG1	HCG14	414760
260409	270941	41.00	HSCHR6_MHC_APD_CTG1	ZNF311	282890
138178719	138187723	45.25	5	KIF20A	10112
6753	59448	58.22	HSCHRX_2_CTG3	PPP2R3B	28227
795087	799235	57.51	HSCHR6_MHC_APD_CTG1	LINC01015	100507362
351930	352936	43.00	HSCHR6_MHC_APD_CTG1	OR2B3	442184
2386020	2392461	48.40	HSCHR6_MHC_APD_CTG1	HCG22	285834
183321764	183322426	51.13	4	CLDN24	100132463
120273175	120750337	35.19	7	KCND2	3751
176875688	176908031	34.69	4	LINC02509	105377556
2918703	2921488	55.49	HSCHR6_MHC_APD_CTG1	LST1	7940
24213955	24232352	44.50	14	NEDD8-MDP1	100528064
102012840	102062149	36.34	12	WASHC3	51019
110662644	111562517	36.11	7	IMMP2L	83943
27397121	27414368	38.60	10	PTCHD3	374308
152779937	152918463	37.33	4	ARFIP1	27236
377511	378446	45.62	HSCHR6_MHC_APD_CTG1	OR2J3	442186
2827449	2843674	49.65	HSCHR6_MHC_APD_CTG1	MICB	4277
147393422	147510293	38.69	3	ZIC1	7545
55229779	55259017	56.47	19	PPP6R1	22870
1410041	1419029	45.76	HSCHR6_MHC_APD_CTG1	TRIM10	10107
1328358	1333979	56.24	HSCHR6_MHC_APD_CTG1	RNF39	80352
2313218	2319398	50.07	HSCHR6_MHC_APD_CTG1	MUC21	394263
1369808	1372814	44.33	HSCHR6_MHC_APD_CTG1	TRIM31-AS1	104533120
27168135	27243046	41.24	10	ACBD5	91452
2909113	2910915	52.47	HSCHR6_MHC_APD_CTG1	TNF	7124
70447284	70554193	43.95	2	TGFA	7039
691169	722731	39.10	HSCHR6_MHC_APD_CTG1	OR11A1	26531
922690	938080	45.71	HSCHR6_MHC_APD_CTG1	MOG	4340
24216857	24232367	43.50	14	NEDD8	4738
532565	532719	35.48	HSCHR6_MHC_APD_CTG1	LINC03003	101929006
938191	938841	52.53	HSCHR6_MHC_APD_CTG1	ZFP57	346171
688274	697631	37.32	HSCHR6_MHC_APD_CTG1	OR5V1	81696
438929	440200	42.14	HSCHR6_MHC_APD_CTG1	OR2J2	26707
140505611	140508789	44.35	3	CLSTN2-AS1	101927808
43650149	43705518	46.76	1	KDM4A	9682
1092579	1096751	56.24	HSCHR6_MHC_APD_CTG1	HLA-G	3135
140404058	140427974	47.55	7	RAB19	401409
128064778	128153914	45.86	3	RUVBL1	8607
366573	367511	45.26	HSCHR6_MHC_APD_CTG1	OR2J1	442185
1988978	2002543	49.96	HSCHR6_MHC_APD_CTG1	DHX16	8449
24249114	24264432	54.94	14	TGM1	7051
167155247	167157980	50.15	6	GPR31	2853
5261044	5829192	42.02	6	FARS2	10667
3160360	3162874	58.85	HSCHR6_MHC_APD_CTG1	HSPA1B	3304
